名称,大类,中类,小类,地址,省,市,区,WGS84_X,WGS84_Y
星期8量贩式KTV(罗湖店),体育休闲服务,娱乐场所,KTV,深南东路1040号经泽大厦1-2层,广东省,深圳市,罗湖区,114.1341809,22.54983008
敦煌吧,体育休闲服务,娱乐场所,KTV,深南东路1038-4号,广东省,深圳市,罗湖区,114.1340596,22.5498099
Mixed Cafe&Bar,体育休闲服务,娱乐场所,酒吧,"深南东路与北斗路交界处,文华大厦西座11楼D(黄贝岭地铁站旁)",广东省,深圳市,罗湖区,114.1304126,22.54842879
葡金国际夜总会(黄贝岭店),体育休闲服务,娱乐场所,酒吧,深南东路1133号长安大厦2楼(近黄贝岭地铁),广东省,深圳市,罗湖区,114.1271176,22.54764745
Super Week KTV(凤凰店),体育休闲服务,娱乐场所,KTV,凤凰路149号附近,广东省,深圳市,罗湖区,114.1287569,22.55026341
金龙玉凤国际夜总会,体育休闲服务,娱乐场所,夜总会,凤凰路1号,广东省,深圳市,罗湖区,114.1266375,22.54926472
丹枫白露酒店-西餐酒吧,体育休闲服务,娱乐场所,酒吧,深南东路1003号丹枫白露酒店,广东省,深圳市,罗湖区,114.1343334,22.54783145
金色公馆俱乐部,体育休闲服务,娱乐场所,酒吧,春风路1052号,广东省,深圳市,罗湖区,114.1266167,22.54566795
桌球城电子游戏,体育休闲服务,娱乐场所,娱乐场所,深南东路102号附近,广东省,深圳市,罗湖区,114.1323268,22.54780853
格瓦拉电影取票机,体育休闲服务,娱乐场所,酒吧,凤凰路181号京基凤凰印象广场F3,广东省,深圳市,罗湖区,114.1283009,22.54988484
友唱·M-Bar(京基·凤凰印象商业广场),体育休闲服务,娱乐场所,KTV,凤凰路181号京基·凤凰印象商业广场F3层,广东省,深圳市,罗湖区,114.1284452,22.55005102
Jupiter1314Bar,体育休闲服务,娱乐场所,酒吧,凤凰路197号附近,广东省,深圳市,罗湖区,114.1267156,22.5496508
水上儿童乐园(京基·凤凰印象商业广场),体育休闲服务,娱乐场所,娱乐场所,凤凰路181号京基·凤凰印象商业广场F2层,广东省,深圳市,罗湖区,114.128314,22.54965787
帅帅KTV,体育休闲服务,娱乐场所,KTV,罗芳南路城市东方花园小区,广东省,深圳市,罗湖区,114.1412168,22.54697925
爱奇棋牌室用品店(盐田沙头角分店),体育休闲服务,娱乐场所,娱乐场所,海涛路9号,广东省,深圳市,盐田区,114.227634,22.54870764
亚太航海俱乐部,体育休闲服务,娱乐场所,娱乐场所,大鹏新区南澳街道新圩一区9号,广东省,深圳市,龙岗区,114.5117916,22.54227997
烈焰酒吧Blaze bar and food,体育休闲服务,娱乐场所,酒吧,桂湾三路龙海商业广场南区133-134铺,广东省,深圳市,南山区,113.9004735,22.53676766
ibiza艾碧塔音悦空间,体育休闲服务,娱乐场所,酒吧,南山街道桂湾三路龙海商业广场B89号,广东省,深圳市,南山区,113.9006766,22.53738359
金色年华(国兴大厦东北),体育休闲服务,娱乐场所,KTV,常兴路77号国兴大厦2层,广东省,深圳市,南山区,113.9156355,22.53198143
蓝波湾KTV,体育休闲服务,娱乐场所,KTV,南新路3002号苏豪名厦3楼,广东省,深圳市,南山区,113.9154163,22.53590441
零点Zone吧,体育休闲服务,娱乐场所,酒吧,南新路2062-4,广东省,深圳市,南山区,113.9144506,22.53364531
天使酒吧(桃园路),体育休闲服务,娱乐场所,酒吧,"桃园路苏豪名厦铺3楼(平安银行,民生银行旁)",广东省,深圳市,南山区,113.9152794,22.53571853
CD酒吧(南新路),体育休闲服务,娱乐场所,酒吧,南新路3107,广东省,深圳市,南山区,113.9146792,22.53977978
蓝波湾酒吧,体育休闲服务,娱乐场所,酒吧,桃园路苏豪名厦铺楼三楼,广东省,深圳市,南山区,113.9153134,22.53594849
地大娱乐,体育休闲服务,娱乐场所,KTV,常兴路85号附近,广东省,深圳市,南山区,113.9157395,22.53225333
康宝莱体重管理俱乐部,体育休闲服务,娱乐场所,KTV,南新路2156号,广东省,深圳市,南山区,113.9145695,22.53493415
夜色酒吧(南新路),体育休闲服务,娱乐场所,酒吧,南新路口中南海滨大酒店旁3107号二楼(欢乐颂斜对面),广东省,深圳市,南山区,113.9146672,22.53951981
莎拉娜酒吧,体育休闲服务,娱乐场所,酒吧,一号路10号附近,广东省,深圳市,南山区,113.9087623,22.53859075
D调吧,体育休闲服务,娱乐场所,娱乐场所,桃园路前海花园1栋南面商铺102,广东省,深圳市,南山区,113.9096696,22.53540643
玩乐桌球游吧,体育休闲服务,娱乐场所,娱乐场所,大新商业中心311,广东省,深圳市,南山区,113.9106526,22.53693477
品道生活运动吧,体育休闲服务,娱乐场所,娱乐场所,南头街大新旺角商城北门四楼,广东省,深圳市,南山区,113.9143353,22.53888211
迪拜音乐会所,体育休闲服务,娱乐场所,KTV,南新路2054号1-4层,广东省,深圳市,南山区,113.9140727,22.53310963
热气球(欢乐颂购物中心店),体育休闲服务,娱乐场所,娱乐场所,南新路3030号欢乐颂购物中心3层,广东省,深圳市,南山区,113.9151722,22.53808449
新桃园KTV,体育休闲服务,娱乐场所,KTV,桃园东路10号3-5层,广东省,深圳市,南山区,113.9206647,22.53609845
新桃园娱乐会所,体育休闲服务,娱乐场所,娱乐场所,桃园东路1号,广东省,深圳市,南山区,113.9202669,22.53614187
小会精酿啤酒专营店Little Date Brewed Beer,体育休闲服务,娱乐场所,酒吧,南头街28号荔香源小区7号店铺(近荔香公园西门),广东省,深圳市,南山区,113.9209424,22.53898899
新桃园酒店-康乐中心,体育休闲服务,娱乐场所,娱乐场所,桃园路10号新桃园酒店,广东省,深圳市,南山区,113.9204988,22.53617162
Fur,体育休闲服务,娱乐场所,酒吧,南山大道2096号馨荔苑首层商铺101号,广东省,深圳市,南山区,113.9201968,22.5385668
GG桌游体验馆,体育休闲服务,娱乐场所,娱乐场所,南海大道西海明珠花园街铺127号,广东省,深圳市,南山区,113.9253564,22.53322414
新桃园俱乐部,体育休闲服务,娱乐场所,娱乐场所,桃园路10号3-5楼,广东省,深圳市,南山区,113.9206657,22.53610645
时代骄子棋牌会所,体育休闲服务,娱乐场所,娱乐场所,时代骄子大厦4楼,广东省,深圳市,南山区,113.9205791,22.53142178
友唱,体育休闲服务,娱乐场所,娱乐场所,桃园路86号天虹商场F3,广东省,深圳市,南山区,113.9173829,22.53631168
TELEPHONE(天虹商场南山常兴店),体育休闲服务,娱乐场所,娱乐场所,桃园路86号天虹商场(南山常兴店)F3层,广东省,深圳市,南山区,113.9166941,22.5363073
金佰翰会所,体育休闲服务,娱乐场所,娱乐场所,南山大道2111号,广东省,深圳市,南山区,113.9190981,22.5405168
Lies and Guns桌游吧,体育休闲服务,娱乐场所,娱乐场所,高新技术产业园W1A105,广东省,深圳市,南山区,113.9381241,22.53977216
黑店酒吧(红树街店),体育休闲服务,娱乐场所,酒吧,白石洲四坊红树街22号(京基百纳后面),广东省,深圳市,南山区,113.963695,22.53478292
深圳石洲中路西二坊41号乐烤时光,体育休闲服务,娱乐场所,酒吧,石洲中路206号,广东省,深圳市,南山区,113.9621741,22.53546686
友唱·全民K歌,体育休闲服务,娱乐场所,KTV,白石路2168号南山京基·百纳广场B1,广东省,深圳市,南山区,113.9647588,22.53396714
意想科技体验馆(京基百纳广场南山店),体育休闲服务,娱乐场所,娱乐场所,白石路168号京基百纳广场(南山店)L3层L3-36,广东省,深圳市,南山区,113.9637928,22.5339407
普金国际会馆(中信红树湾旗舰店),体育休闲服务,娱乐场所,娱乐场所,白石二道7-2,广东省,深圳市,南山区,113.9607344,22.53086481
V-PALACE(侨城西街)(装修中),体育休闲服务,娱乐场所,酒吧,深南大道9026号深圳威尼斯睿途酒店,广东省,深圳市,南山区,113.9722787,22.53966615
爵士花园,体育休闲服务,娱乐场所,酒吧,深南大道9037号世界之窗欧陆风情酒吧街5号,广东省,深圳市,南山区,113.9677989,22.53852668
乐吧娱乐,体育休闲服务,娱乐场所,KTV,深南大道9028号益田假日广场购物中心B1层,广东省,深圳市,南山区,113.9714096,22.54007957
蜜蜜花园,体育休闲服务,娱乐场所,酒吧,世界之窗西侧欧风街9037-1号,广东省,深圳市,南山区,113.9679645,22.53929818
V酒吧,体育休闲服务,娱乐场所,酒吧,华侨城深南大道9026深圳威尼斯睿途酒店2层,广东省,深圳市,南山区,113.9722288,22.5395483
洛丽塔酒吧,体育休闲服务,娱乐场所,酒吧,深南大道9037号世界之窗酒吧街内,广东省,深圳市,南山区,113.9680254,22.53858805
La Piazza咖啡广场酒吧,体育休闲服务,娱乐场所,酒吧,华侨城深南大道9026号,广东省,深圳市,南山区,113.9723515,22.53980593
威斯汀酒店行政酒廊,体育休闲服务,娱乐场所,酒吧,深南大道9028号益田假日广场威斯汀酒店2楼,广东省,深圳市,南山区,113.9714006,22.54040658
优等氧吧,体育休闲服务,娱乐场所,KTV,沙河街道华侨城荔枝苑6栋108,广东省,深圳市,南山区,113.9741862,22.54017269
时光酒吧(光侨街),体育休闲服务,娱乐场所,酒吧,光侨街3-5号深圳海景奥思廷酒店1层,广东省,深圳市,南山区,113.9811875,22.53744045
池畔餐厅酒吧,体育休闲服务,娱乐场所,酒吧,华侨城深南大道9009号深圳华侨城洲际大酒店,广东省,深圳市,南山区,113.9799906,22.5354521
罗马之恋雪宫,体育休闲服务,娱乐场所,娱乐场所,华侨城光侨街1号华夏艺术中心2层,广东省,深圳市,南山区,113.9806638,22.537547
鹊尔斯酒窖,体育休闲服务,娱乐场所,酒吧,恩平街华侨城文化创意园F4栋,广东省,深圳市,南山区,113.9883815,22.53940779
青朴落,体育休闲服务,娱乐场所,酒吧,锦绣北街5号,广东省,深圳市,南山区,113.9886567,22.54012092
博林圣海伦酒店-大堂吧,体育休闲服务,娱乐场所,酒吧,侨城东路2002号博林圣海伦酒店1楼,广东省,深圳市,福田区,113.9931933,22.53889423
Layz,体育休闲服务,娱乐场所,酒吧,华侨城创意文化园1栋104,广东省,深圳市,南山区,113.9883555,22.54029382
韩国会所,体育休闲服务,娱乐场所,酒吧,深南大道竹子林紫竹七道博园商务酒店4楼,广东省,深圳市,福田区,114.0010505,22.5366185
前海中金俱乐部,体育休闲服务,娱乐场所,娱乐场所,竹子林经贸大厦1楼,广东省,深圳市,福田区,114.00404,22.53740544
红庐餐厅酒吧,体育休闲服务,娱乐场所,酒吧,深南大道6035号深圳深航国际酒店,广东省,深圳市,福田区,114.014277,22.53697223
深航国际酒店-棋牌麻将,体育休闲服务,娱乐场所,娱乐场所,深南大道6035号深航国际酒店6层,广东省,深圳市,福田区,114.0143488,22.53687103
逸谷酒吧,体育休闲服务,娱乐场所,酒吧,深南大道7888号深圳朗廷酒店,广东省,深圳市,福田区,114.0153303,22.53900408
优等氧吧,体育休闲服务,娱乐场所,KTV,香蜜湖街道竹子林益华大厦负一楼,广东省,深圳市,福田区,114.0083432,22.53833453
深圳东海朗廷酒店酒吧,体育休闲服务,娱乐场所,酒吧,深南大道7888号深圳东海朗廷酒店,广东省,深圳市,福田区,114.0153343,22.53900707
阿一KTV,体育休闲服务,娱乐场所,KTV,车公庙泰然六路苍松大厦,广东省,深圳市,福田区,114.0218038,22.53530711
歌声会量贩式KTV,体育休闲服务,娱乐场所,KTV,车公庙泰然四路203栋西座2楼(车公庙地铁站F出口),广东省,深圳市,福田区,114.0232425,22.53697909
纯K(车公庙店),体育休闲服务,娱乐场所,KTV,深南大道6013号中国有色大厦2层,广东省,深圳市,福田区,114.021587,22.53829153
歌神量贩式KTV(泰然九路),体育休闲服务,娱乐场所,KTV,深南大道6019号金润大厦3层,广东省,深圳市,福田区,114.0193421,22.53772979
OLDK音乐俱乐部,体育休闲服务,娱乐场所,KTV,泰然七路苍松大厦北座301B,广东省,深圳市,福田区,114.0218337,22.53529302
纯K Taipei,体育休闲服务,娱乐场所,KTV,深南大道6013中国有色大厦2-4层,广东省,深圳市,福田区,114.0216429,22.53842437
欢乐盛开KTV,体育休闲服务,娱乐场所,KTV,泰然六路与泰然十一路交叉口东南100米,广东省,深圳市,福田区,114.0184245,22.53356159
欢乐盛KTV音乐会所(泰然店),体育休闲服务,娱乐场所,KTV,泰然九路海松大厦B座1层102A室,广东省,深圳市,福田区,114.0191918,22.53317546
阿壹量贩式KTV,体育休闲服务,娱乐场所,KTV,泰然七路27号2层,广东省,深圳市,福田区,114.0221809,22.53545306
金润大厦粤廷轩酒楼歌神KTV,体育休闲服务,娱乐场所,KTV,深南大道6019-15号附近,广东省,深圳市,福田区,114.0199058,22.5380752
BUFF领先手游娱乐空间,体育休闲服务,娱乐场所,KTV,,广东省,深圳市,福田区,114.0171932,22.53589394
M2韵音乐酒吧,体育休闲服务,娱乐场所,酒吧,泰然九路皇冠科技园3栋C座2层03A,广东省,深圳市,福田区,114.0182687,22.53529694
500Miles,体育休闲服务,娱乐场所,酒吧|餐饮服务,深南大道6019号金润大厦104,广东省,深圳市,福田区,114.0194629,22.53760946
M2酒吧,体育休闲服务,娱乐场所,酒吧,福田街道车公庙皇冠工业区3栋C3108号,广东省,深圳市,福田区,114.0182687,22.53529694
MAX全机关精品密室(车公庙店),体育休闲服务,娱乐场所,娱乐场所,泰然四路泰然科技园203栋319室,广东省,深圳市,福田区,114.0227206,22.53687251
MAX真人密室逃脱(车公庙),体育休闲服务,娱乐场所,娱乐场所,泰然科技园203栋319室(车公庙地铁F出口),广东省,深圳市,福田区,114.0231587,22.53697832
M2 Club,体育休闲服务,娱乐场所,酒吧,泰然九路皇冠科技园工业区2栋1层,广东省,深圳市,福田区,114.0178736,22.53606901
奈斯吧,体育休闲服务,娱乐场所,酒吧,泰然九路海松大厦B座1层东南角,广东省,深圳市,福田区,114.0194981,22.5332026
BBclub狼人杀桌游俱乐部,体育休闲服务,娱乐场所,娱乐场所,车公庙泰然四路泰然工业区203栋,广东省,深圳市,福田区,114.023019,22.5369737
MEETING YOU跨界体验馆,体育休闲服务,娱乐场所,酒吧,车公庙泰然八路海松大厦首层广发银行对面,广东省,深圳市,福田区,114.0184285,22.53383856
Sky Club,体育休闲服务,娱乐场所,酒吧,车公庙皇冠工业区3栋C3108,广东省,深圳市,福田区,114.0175714,22.53528291
乐乎酒吧KTV,体育休闲服务,娱乐场所,酒吧,滨河大道9299-46号,广东省,深圳市,福田区,114.0197267,22.53094308
The PEAT,体育休闲服务,娱乐场所,酒吧,泰然八路深业泰然大厦2层207,广东省,深圳市,福田区,114.0168282,22.53351311
818真人密室逃脱俱乐部,体育休闲服务,娱乐场所,娱乐场所,车公庙中国有色大厦8楼818,广东省,深圳市,福田区,114.0216579,22.53804735
山茶花桌游吧,体育休闲服务,娱乐场所,娱乐场所,沙头街道车公庙地铁口C口都市阳光名苑3座21D,广东省,深圳市,福田区,114.020702,22.537916
自由空间酒吧,体育休闲服务,娱乐场所,酒吧,滨河大道9299-41号,广东省,深圳市,福田区,114.019601,22.53079243
无极限酒吧,体育休闲服务,娱乐场所,酒吧,车公庙天安数码城数码时代大厦A座2层,广东省,深圳市,福田区,114.0268627,22.53790837
金帝宫KTV(滨河大道辅道),体育休闲服务,娱乐场所,KTV,滨河大道9003号湖北大厦4层,广东省,深圳市,福田区,114.0423405,22.53052458
德万,体育休闲服务,娱乐场所,酒吧,新沙路8号国都高尔夫花园首层,广东省,深圳市,福田区,114.0420427,22.53426404
龙洲红酒屋,体育休闲服务,娱乐场所,酒吧,深南大道6001号五洲宾馆B座1楼,广东省,深圳市,福田区,114.0433293,22.539226
绿舍一红酒空间,体育休闲服务,娱乐场所,酒吧,石厦北一街宏轩大厦,广东省,深圳市,福田区,114.0463354,22.53043026
菲利红酒音乐汇,体育休闲服务,娱乐场所,酒吧,滨河路湖北大厦一层东北角(近滨河新洲立交桥),广东省,深圳市,福田区,114.0425511,22.53047513
大堂酒廊(中心三路),体育休闲服务,娱乐场所,酒吧,益田路4088号深圳福田香格里拉大酒店1层,广东省,深圳市,福田区,114.0522061,22.53889666
莉莉·玛莲(福田店),体育休闲服务,娱乐场所,酒吧,民田路138号购物公园北园1层,广东省,深圳市,福田区,114.0480565,22.53780747
BAR DEMON,体育休闲服务,娱乐场所,酒吧,福华三路269号COCOPark1楼(地铁购物公园站),广东省,深圳市,福田区,114.0494867,22.53625381
VIVA CLUB,体育休闲服务,娱乐场所,酒吧,民田路138号购物公园140号,广东省,深圳市,福田区,114.0486407,22.53818332
四季酒店逸廊,体育休闲服务,娱乐场所,酒吧,福华三路138号四季酒店,广东省,深圳市,福田区,114.0529535,22.53554852
麦考利爱尔兰酒吧(购物公园店),体育休闲服务,娱乐场所,酒吧,民田路138号购物公园北园C区1层151-152号,广东省,深圳市,福田区,114.0484939,22.53761763
Xpats(怡景中心城),体育休闲服务,娱乐场所,酒吧|餐饮服务,福华一路3号怡景中心城F1层,广东省,深圳市,福田区,114.0554115,22.53921812
魔王酒吧(Coco Park店),体育休闲服务,娱乐场所,酒吧,福华三路268号星河·Coco Park,广东省,深圳市,福田区,114.0495077,22.53610678
魔王酒吧,体育休闲服务,娱乐场所,酒吧,福华三路皇庭广场G层19号,广东省,深圳市,福田区,114.0546875,22.53641649
LAVO jazz·funk·soul,体育休闲服务,娱乐场所,酒吧,中心四路1号嘉里建设广场T3栋1M层,广东省,深圳市,福田区,114.0519745,22.53802712
Pepper Club,体育休闲服务,娱乐场所,酒吧,民田路138号购物公园2层,广东省,深圳市,福田区,114.0490951,22.53825744
Bar Demon 78-79,体育休闲服务,娱乐场所,酒吧,福华三路268号F1层,广东省,深圳市,福田区,114.0493948,22.53658697
Coco酒吧街,体育休闲服务,娱乐场所,酒吧,民田路与福华三路交叉口东北100米,广东省,深圳市,福田区,114.0481246,22.53582745
D·eup,体育休闲服务,娱乐场所,酒吧,福华路与福田中心二路交叉口南100米,广东省,深圳市,福田区,114.0494208,22.53663091
蓝蛙bluefrog,体育休闲服务,娱乐场所,酒吧,福华三路118号皇庭广场F2,广东省,深圳市,福田区,114.0553558,22.5359914
后花园酒吧,体育休闲服务,娱乐场所,酒吧,民田路142购物公园3层,广东省,深圳市,福田区,114.0480425,22.53815447
罗百臣扒房+酒吧(购物公园店),体育休闲服务,娱乐场所,酒吧,福田街道民田路购物公园北区三楼301,广东省,深圳市,福田区,114.0493667,22.53850391
邦酒吧BANGCLUB(购物公园店),体育休闲服务,娱乐场所,酒吧,福华三路购物公园北园B区138号(clubviva旁边),广东省,深圳市,福田区,114.0490432,22.53833253
MOKOHI酒吧,体育休闲服务,娱乐场所,酒吧,中心三路嘉里建设广场2座一楼,广东省,深圳市,福田区,114.0530472,22.53791623
DEMO CLUB,体育休闲服务,娱乐场所,酒吧,中心二路购物公园东区127号,广东省,深圳市,福田区,114.0492489,22.53845914
SiciliaBar西西里酒吧,体育休闲服务,娱乐场所,酒吧,购物公园北园酒吧街145-146号,广东省,深圳市,福田区,114.0482462,22.53830407
MOHIKI酒吧,体育休闲服务,娱乐场所,酒吧,中心一路嘉里建设广场一楼06室,广东省,深圳市,福田区,114.0524709,22.53823822
GUINNESS,体育休闲服务,娱乐场所,酒吧,民田路138号二楼,广东省,深圳市,福田区,114.0487326,22.53764317
joker ELLA酒吧私人订制,体育休闲服务,娱乐场所,酒吧,福华一路与中心二路交叉口,广东省,深圳市,福田区,114.0488664,22.53862086
黑胡椒酒吧,体育休闲服务,娱乐场所,酒吧,福田街道购物公园北园二楼平台,广东省,深圳市,福田区,114.0483741,22.53761286
BREW BAR&BISTRO,体育休闲服务,娱乐场所,酒吧,福华路怡景中心城南大门一层(变形金刚旁),广东省,深圳市,福田区,114.0544496,22.53781881
Demon Bar(中心五路),体育休闲服务,娱乐场所,酒吧,中心五路与福华三路交叉口西北150米,广东省,深圳市,福田区,114.0554207,22.53628927
繁花酒吧(购物公园店),体育休闲服务,娱乐场所,酒吧,民田路购物公园北园D区103号,广东省,深圳市,福田区,114.0480724,22.53922635
FOAM HEAVEN superBARKet,体育休闲服务,娱乐场所,酒吧|餐饮服务,福田街道福民路购物公园北园A区116号,广东省,深圳市,福田区,114.0493877,22.53917083
维瓦酒吧,体育休闲服务,娱乐场所,酒吧,民田路城建购物公园140,广东省,深圳市,福田区,114.0487276,22.53842413
SHOW CLUB(连城新天地),体育休闲服务,娱乐场所,酒吧,福华路地下商业空间B1层B23A,广东省,深圳市,福田区,114.0505113,22.53768781
Mokihi,体育休闲服务,娱乐场所,酒吧,中心4路1号嘉里建设广场2座1楼,广东省,深圳市,福田区,114.0528544,22.53814955
VIVA酒吧福田店,体育休闲服务,娱乐场所,酒吧,民田路城建购物公园北园C区140号地铺,广东省,深圳市,福田区,114.0486018,22.53831538
Fun花酒吧,体育休闲服务,娱乐场所,酒吧,福田街道福华一路59号丰立大厦,广东省,深圳市,福田区,114.0496743,22.53934928
诺丽塔酒吧,体育休闲服务,娱乐场所,酒吧,购物公园北园5号电梯口,广东省,深圳市,福田区,114.0494036,22.53927479
NOVA CLUB,体育休闲服务,娱乐场所,酒吧,中心二路东路口,广东省,深圳市,福田区,114.0487835,22.53866501
DAZZLE CLUB,体育休闲服务,娱乐场所,酒吧,福华一路88号中心商务大厦三楼(马哥孛罗好日子酒店正对面),广东省,深圳市,福田区,114.0475072,22.53957544
DEMO酒吧,体育休闲服务,娱乐场所,酒吧,中心二路购物公园东门,广东省,深圳市,福田区,114.0488214,22.5392909
CINQ LOUNGE BAR,体育休闲服务,娱乐场所,酒吧,福华路购物公园北区2层234-236号,广东省,深圳市,福田区,114.0493467,22.53890792
圈子·1号会所,体育休闲服务,娱乐场所,酒吧,福田中心区福华一路28号深圳马哥孛罗好日子酒店四楼,广东省,深圳市,福田区,114.0480244,22.53989441
艾菈CLUB,体育休闲服务,娱乐场所,酒吧,福华一路和购物公园二路kbox旁,广东省,深圳市,福田区,114.0491021,22.5386404
VIIVIVI Cocktail and Whiskey 766,体育休闲服务,娱乐场所,酒吧,皇庭广场G层西广场G63号,广东省,深圳市,福田区,114.0541491,22.53633841
信航娱乐,体育休闲服务,娱乐场所,KTV,皇都广场B座3202,广东省,深圳市,福田区,114.0524903,22.5304606
反斗乐园欢乐天地(怡景中心城),体育休闲服务,娱乐场所,娱乐场所,福华一路3号怡景中心城B1层,广东省,深圳市,福田区,114.0546614,22.53834942
lyingbattle狼人杀桌游吧,体育休闲服务,娱乐场所,娱乐场所,皇都广场B座28楼4室(会展中心),广东省,深圳市,福田区,114.0524514,22.53060167
葵花公寓酒吧,体育休闲服务,娱乐场所,酒吧,石厦北一街葵花公寓,广东省,深圳市,福田区,114.0470214,22.53076488
酷派KTV(福华路店),体育休闲服务,娱乐场所,KTV,福华路322文蔚大厦3层,广东省,深圳市,福田区,114.0644729,22.53806588
哈瓦那,体育休闲服务,娱乐场所,酒吧,福华一路1号大中华深圳喜来登酒店2层,广东省,深圳市,福田区,114.056925,22.53837071
国丰会KTV(福华路),体育休闲服务,娱乐场所,KTV,彩田路12号深圳国丰酒店会展中心店4层、12层,广东省,深圳市,福田区,114.0636045,22.53718406
洋派对,体育休闲服务,娱乐场所,KTV,金田路3037号金中环商务大厦四楼,广东省,深圳市,福田区,114.0577234,22.53662555
乐宴音乐会所,体育休闲服务,娱乐场所,KTV,福华一路1号大中华国际交易广场4层,广东省,深圳市,福田区,114.056925,22.53870269
温吧,体育休闲服务,娱乐场所,酒吧,彩田路2009号(瀚森大厦旁温德姆至尊酒店一楼),广东省,深圳市,福田区,114.0624953,22.5361286
星煌量贩式KTV,体育休闲服务,娱乐场所,KTV,福华路322文蔚大厦3层,广东省,深圳市,福田区,114.0644759,22.53806688
The Compass Bar,体育休闲服务,娱乐场所,酒吧,金田路皇岗商务中心,广东省,深圳市,福田区,114.0588395,22.53398897
圣地亚歌KTV,体育休闲服务,娱乐场所,KTV,滨河大道6033-3号,广东省,深圳市,福田区,114.0588387,22.53083913
英煌娱乐,体育休闲服务,娱乐场所,KTV,福华路322-1号附近,广东省,深圳市,福田区,114.064276,22.53802514
晚装空间酒吧(亚洲旗舰店),体育休闲服务,娱乐场所,酒吧,金田路2028号皇岗商务中心2号楼4-5层,广东省,深圳市,福田区,114.0589434,22.53401681
Level威仕,体育休闲服务,娱乐场所,酒吧,福华三路会展中心东卓越INTOWN购物中心,广东省,深圳市,福田区,114.059412,22.5342991
波尔多红酒会所(福华三路),体育休闲服务,娱乐场所,酒吧,金田路卓越世纪中心,广东省,深圳市,福田区,114.0599545,22.53445528
罗盘酒吧,体育休闲服务,娱乐场所,酒吧,皇庭V酒店40楼,广东省,深圳市,福田区,114.0589754,22.53396577
威仕(卓越INTOWN购物中心),体育休闲服务,娱乐场所,酒吧,福华三路卓越INTOWN购物中心B1层,广东省,深圳市,福田区,114.0594799,22.534214
喵星人绘画电影(岗厦店),体育休闲服务,娱乐场所,娱乐场所,彩田路福建大厦B栋1501号,广东省,深圳市,福田区,114.0638964,22.53621073
Y CLUB洋派对(金中环店),体育休闲服务,娱乐场所,酒吧,金田路金中环大厦裙楼401号,广东省,深圳市,福田区,114.0578312,22.53670337
xu桌游社,体育休闲服务,娱乐场所,娱乐场所,福华路322号文蔚大厦5层,广东省,深圳市,福田区,114.0643889,22.53801699
乒乓球麻将活动,体育休闲服务,娱乐场所,娱乐场所,福华路253号附近,广东省,深圳市,福田区,114.0650706,22.53586326
首席战略官俱乐部,体育休闲服务,娱乐场所,娱乐场所,金田路3038号现代国际大厦22层2202A,广东省,深圳市,福田区,114.0586924,22.53696503
深圳TOYBOX桌游吧,体育休闲服务,娱乐场所,娱乐场所,彩田路3069号星河世纪C座1单元20楼2002室,广东省,深圳市,福田区,114.0622483,22.53992272
富宝量贩式KTV,体育休闲服务,娱乐场所,KTV,福庆街40号庆福园大厦2-3楼,广东省,深圳市,福田区,114.0754476,22.53866652
金稻谷量贩式KTV(福田市场大厦店),体育休闲服务,娱乐场所,KTV,福华路99福田市场大厦4层,广东省,深圳市,福田区,114.0744577,22.53950827
腾飞娱乐,体育休闲服务,娱乐场所,KTV,广银大厦2层,广东省,深圳市,福田区,114.0722537,22.53078969
嘉洋城,体育休闲服务,娱乐场所,夜总会,福田南路74号附近,广东省,深圳市,福田区,114.0725233,22.53687012
凯旋门六星国际俱乐部,体育休闲服务,娱乐场所,KTV,滨河大道3086号景福大厦1-3层,广东省,深圳市,福田区,114.0780457,22.53431388
领秀音悦KTV,体育休闲服务,娱乐场所,KTV,福景路5号广东边防大厦2层,广东省,深圳市,福田区,114.0786804,22.53857422
圣菲克星光Bar,体育休闲服务,娱乐场所,酒吧,南园街道赤尾村二坊3栋3号铺,广东省,深圳市,福田区,114.0808509,22.53343322
OK吧量贩式KTV,体育休闲服务,娱乐场所,KTV,福星路84号,广东省,深圳市,福田区,114.0764748,22.53425099
K100量贩KTV,体育休闲服务,娱乐场所,KTV,福星路45号,广东省,深圳市,福田区,114.0771896,22.53651334
佰份佰KTV,体育休闲服务,娱乐场所,KTV,福祥街45-2福田环庆大厦B座2-4层,广东省,深圳市,福田区,114.0767176,22.53572773
顶楼,体育休闲服务,娱乐场所,酒吧,宝安南路1881号深圳君悦酒店38层,广东省,深圳市,罗湖区,114.106058,22.53986323
本色酒吧(东园店),体育休闲服务,娱乐场所,酒吧,东园路1号东园大厦3-4楼(红岭路口),广东省,深圳市,福田区,114.0992281,22.54006041
君悦酒店大堂酒吧,体育休闲服务,娱乐场所,酒吧,宝安南路1881号君悦酒店33楼,广东省,深圳市,罗湖区,114.1062412,22.53991432
翡翠明珠国际俱乐部(罗湖店),体育休闲服务,娱乐场所,KTV,春风路4001号新都酒店4-6层,广东省,深圳市,罗湖区,114.113571,22.53858353
亨利酒吧(建设路),体育休闲服务,娱乐场所,酒吧,建设路1002号火车站东侧深圳香格里拉大酒店2层,广东省,深圳市,罗湖区,114.1131965,22.53634335
