名称,大类,中类,小类,地址,省,市,区,WGS84_X,WGS84_Y
梦想网咖,体育休闲服务,娱乐场所,网吧,上南白龙商业街3号,广东省,深圳市,宝安区,113.8386482,22.72132274
联城网咖,体育休闲服务,娱乐场所,网吧,上南大街与宏前二路交叉口西北50米,广东省,深圳市,宝安区,113.8367482,22.7220941
基地网吧,体育休闲服务,娱乐场所,网吧,沙井街道上南大街白龙商业街102号,广东省,深圳市,宝安区,113.837423,22.7210786
艺新动漫城,体育休闲服务,娱乐场所,游戏厅,上南大街与宏前二路交叉口北150米,广东省,深圳市,宝安区,113.8366218,22.72274968
开心网络休闲吧,体育休闲服务,娱乐场所,网吧,沙井新区庄村商业街(庄村路北),广东省,深圳市,宝安区,113.8515181,22.72505954
168网络会所,体育休闲服务,娱乐场所,网吧,新发二路与新发南二路交叉口东南50米,广东省,深圳市,宝安区,113.8525364,22.72745446
蓝天网咖,体育休闲服务,娱乐场所,网吧,新二庄村二路6号,广东省,深圳市,宝安区,113.8506111,22.72367249
新乐园网吧,体育休闲服务,娱乐场所,网吧,新二庄村路49-2,广东省,深圳市,宝安区,113.8526159,22.72236901
壹品网咖,体育休闲服务,娱乐场所,网吧,新发中路5-2号附近,广东省,深圳市,宝安区,113.8531468,22.72823418
开心网络休闲吧,体育休闲服务,娱乐场所,网吧,新发一路5号附近,广东省,深圳市,宝安区,113.8510067,22.72897362
晨阳网咖,体育休闲服务,娱乐场所,网吧,新二庄村路48-1-15号,广东省,深圳市,宝安区,113.8541615,22.72222442
爽爽棋牌室,体育休闲服务,娱乐场所,棋牌室,庄村路47号附近,广东省,深圳市,宝安区,113.8533938,22.72176538
风云战线网吧,体育休闲服务,娱乐场所,网吧,燕川社区北四巷22号,广东省,深圳市,宝安区,113.8534259,22.72155848
金牌网吧,体育休闲服务,娱乐场所,网吧,新发南路1-17号附近,广东省,深圳市,宝安区,113.8558924,22.72353965
海梦网吧,体育休闲服务,娱乐场所,网吧,沙井庄村桥头新发东路1-1美宜佳,广东省,深圳市,宝安区,113.8562533,22.72282738
开心网络网吧,体育休闲服务,娱乐场所,网吧,新二庄村路1号,广东省,深圳市,宝安区,113.8553904,22.72195034
品尚网咖,体育休闲服务,娱乐场所,网吧,新发东路1-2号附近,广东省,深圳市,宝安区,113.8564427,22.72273268
E网天下网吧,体育休闲服务,娱乐场所,网吧,新发东路18号,广东省,深圳市,宝安区,113.8587286,22.72531723
欧巴网络会所,体育休闲服务,娱乐场所,网吧,新玉路与横岗下大街交叉口东50米附近,广东省,深圳市,宝安区,113.859948,22.7303205
聚丰楼网吧,体育休闲服务,娱乐场所,网吧,新桥新玉路庆安小区,广东省,深圳市,宝安区,113.857663,22.7303393
新e代网络会所,体育休闲服务,娱乐场所,网吧,根玉路鑫辉百货旁,广东省,深圳市,宝安区,113.8843962,22.72171381
e网天下(四区店),体育休闲服务,娱乐场所,网吧,公明德兴路玉律村玉律四区八巷一号二楼,广东省,深圳市,宝安区,113.8929904,22.72225171
彩虹网络(田寮路),体育休闲服务,娱乐场所,网吧,公明镇田寮村田寮路228号亿和控股(怡馨居),广东省,深圳市,宝安区,113.8914126,22.72854162
理想网吧,体育休闲服务,娱乐场所,网吧,光侨路与塘玉路交叉口南150米,广东省,深圳市,宝安区,113.8933457,22.72313753
翻斗迷宫儿童乐园(公明店),体育休闲服务,休闲场所,游乐场,公明玉昌东路南海百货二楼,广东省,深圳市,宝安区,113.8958228,22.72168219
聚汇网吧(六号路),体育休闲服务,娱乐场所,网吧,三号路与六号路交叉口西南50米,广东省,深圳市,宝安区,113.8906207,22.72924421
快车网咖(田寮路),体育休闲服务,娱乐场所,网吧,公明镇田寮村田寮路208号,广东省,深圳市,宝安区,113.8953891,22.72790242
兴华光纤网络,体育休闲服务,娱乐场所,网吧,公明德兴路与玉河北路交叉口北200米,广东省,深圳市,宝安区,113.894772,22.72203202
新起点网吧,体育休闲服务,娱乐场所,网吧,玉泉西路与环玉路交叉口北150米,广东省,深圳市,宝安区,113.8929424,22.72183082
至尊光纤网络,体育休闲服务,娱乐场所,网吧,公明德兴路与玉河北路交叉口北200米,广东省,深圳市,宝安区,113.8939713,22.7224918
永恒网吧,体育休闲服务,娱乐场所,网吧,公明办事处田寮村田明街,广东省,深圳市,宝安区,113.8948916,22.72896408
龙兴网络(田寮路),体育休闲服务,娱乐场所,网吧,光明新区公明田寮社区田明街大家好百货对面,广东省,深圳市,宝安区,113.8958004,22.72830633
阳光网咖,体育休闲服务,娱乐场所,网吧,光明办事处玉律村三区,广东省,深圳市,宝安区,113.8919766,22.72092588
新视野网吧,体育休闲服务,娱乐场所,网吧,玉泉西路与环玉路交叉口北150米,广东省,深圳市,宝安区,113.8928694,22.72155788
辉煌网吧,体育休闲服务,娱乐场所,网吧,公明镇玉律四区玉河路五号,广东省,深圳市,宝安区,113.8938512,22.72130511
欧尚网咖,体育休闲服务,娱乐场所,网吧,玉昌西路欢乐购生活超市对面,广东省,深圳市,宝安区,113.8936611,22.72153202
星至尊网吧,体育休闲服务,娱乐场所,网吧,光明新区田寮村田寮广场田明街一街8号,广东省,深圳市,宝安区,113.8963287,22.72855628
沙巴克网吧,体育休闲服务,娱乐场所,网吧,玉河北路3号,广东省,深圳市,宝安区,113.8940414,22.72124215
兴华光纤网络A区,体育休闲服务,娱乐场所,网吧,公明镇玉律村玉律村四区,广东省,深圳市,宝安区,113.894772,22.72202802
风云网吧(田明街九巷),体育休闲服务,娱乐场所,网吧,田明街九巷19-1,广东省,深圳市,宝安区,113.8947824,22.7302467
威临网咖,体育休闲服务,娱乐场所,网吧,田寮村田明街47号,广东省,深圳市,宝安区,113.8962676,22.7298979
翼锋网咖,体育休闲服务,娱乐场所,网吧,大洋二路与玉昌东路交叉口北150米,广东省,深圳市,宝安区,113.8959469,22.72088242
开心游乐城,体育休闲服务,休闲场所,游乐场,公明田寮村新佳谊百货三楼,广东省,深圳市,宝安区,113.8993858,22.7280703
风之速网吧,体育休闲服务,娱乐场所,网吧,公明田寮市场二楼,广东省,深圳市,宝安区,113.8993247,22.7295239
法斯特网咖,体育休闲服务,娱乐场所,网吧,公明办事处公明镇田寮村田明街6楼,广东省,深圳市,宝安区,113.8971323,22.72854329
182网吧,体育休闲服务,娱乐场所,网吧,公明办事处田寮田明街一巷2号,广东省,深圳市,宝安区,113.896624,22.72871324
fast网咖,体育休闲服务,娱乐场所,网吧,田明街6楼附近,广东省,深圳市,宝安区,113.8970823,22.72849031
启明网咖,体育休闲服务,娱乐场所,网吧,光明办事处光明新区田寮文明路二巷一号,广东省,深圳市,宝安区,113.8989324,22.73005678
经富网咖,体育休闲服务,娱乐场所,网吧,光明新区公明街道田寮新村36号,广东省,深圳市,宝安区,113.8973715,22.72891418
网吧(七号路),体育休闲服务,娱乐场所,网吧,石龙仔高科科技园C栋,广东省,深圳市,宝安区,113.9091214,22.7268685
时尚网吧(七号路),体育休闲服务,娱乐场所,网吧,光明新区公明街道长圳村长升路4巷3号,广东省,深圳市,宝安区,113.9094618,22.72189371
1890网吧,体育休闲服务,娱乐场所,网吧,光明新区公明镇长圳村旧村b区,广东省,深圳市,宝安区,113.9124729,22.72170188
零度网咖(长圳路),体育休闲服务,娱乐场所,网吧,长圳路与长新街交叉口东北100米,广东省,深圳市,宝安区,113.9097728,22.72148565
潮流网咖,体育休闲服务,娱乐场所,网吧,长圳路44号附近,广东省,深圳市,宝安区,113.9120059,22.72131731
自由空间电竞网咖(市场店),体育休闲服务,娱乐场所,网吧,长圳旧村A区6号,广东省,深圳市,宝安区,113.9094548,22.72132787
休闲网租,体育休闲服务,娱乐场所,网吧,公明街道长圳社区旧村B区591号精英学校后面,广东省,深圳市,宝安区,113.9102289,22.72132843
豆豆网咖(长圳店),体育休闲服务,娱乐场所,网吧,长升路1-6号2楼,广东省,深圳市,宝安区,113.9086526,22.72219306
飞洋网吧,体育休闲服务,娱乐场所,网吧,长圳路与长新街交叉口东北100米,广东省,深圳市,宝安区,113.9098348,22.72147561
自由空间电竞馆,体育休闲服务,娱乐场所,网吧,长圳路66号附近,广东省,深圳市,宝安区,113.9116839,22.72116956
欧点网吧,体育休闲服务,娱乐场所,网吧,长圳路78-1号附近,广东省,深圳市,宝安区,113.9107309,22.72110818
辉煌再现网吧,体育休闲服务,娱乐场所,网吧,长圳路10-6号附近,广东省,深圳市,宝安区,113.9157785,22.72189829
母婴商城·卡奇乐儿童游乐场,体育休闲服务,休闲场所,游乐场,长圳路90附近,广东省,深圳市,宝安区,113.9094388,22.72141086
星云网咖(长圳一分店),体育休闲服务,娱乐场所,网吧,公明镇长圳村商业步行街,广东省,深圳市,宝安区,113.9156296,22.72119761
红坳网吧,体育休闲服务,娱乐场所,网吧,光明新区红坳村理家百货,广东省,深圳市,宝安区,113.933972,22.72413104
深圳市华发威网吧(红坳店),体育休闲服务,娱乐场所,网吧,长凤路239号附近,广东省,深圳市,宝安区,113.9341508,22.72416474
美雅乐网吧,体育休闲服务,娱乐场所,网吧,光明新区红坳村129号,广东省,深圳市,宝安区,113.9359988,22.72413365
光纤上网便宜店,体育休闲服务,娱乐场所,网吧,沿河路18-8,广东省,深圳市,宝安区,113.9289129,22.72176543
伍钱网络,体育休闲服务,娱乐场所,网吧,光侨路与十四号路交叉口南100米,广东省,深圳市,宝安区,113.9366129,22.72818045
轩雅网络会所,体育休闲服务,娱乐场所,网吧,大塘路13号2楼,广东省,深圳市,龙华区,114.0030491,22.7286507
东昇网吧,体育休闲服务,娱乐场所,网吧,观澜大水坑二村东升小区一栋,广东省,深圳市,龙华区,114.0036864,22.72944055
铭扬网吧,体育休闲服务,娱乐场所,网吧,观澜东升小区(大塘路东60米),广东省,深圳市,龙华区,114.0041034,22.72928634
欢乐堡儿童乐园(观澜店),体育休闲服务,休闲场所,游乐场,观澜街道观光路与龙观快速交汇处百丽名苑5栋1层06号商铺,广东省,深圳市,龙华区,114.0135661,22.7297932
和兴网吧(乐安大厦西南),体育休闲服务,娱乐场所,网吧,观澜富士康南门大水坑三村198栋,广东省,深圳市,龙华区,114.0099958,22.72948473
宏祥网吧,体育休闲服务,娱乐场所,网吧,宝科旺铺011号,广东省,深圳市,龙华区,114.0074511,22.72934231
飞越网吧(富金苑北),体育休闲服务,娱乐场所,网吧,观澜A鸿祥宿舍,广东省,深圳市,龙华区,114.0074471,22.72938231
大水坑网吧(福前路),体育休闲服务,娱乐场所,网吧,新塘村下新塘31号,广东省,深圳市,龙华区,114.0214713,22.72281682
网络休闲会所,体育休闲服务,娱乐场所,网吧,荣富路14-12,广东省,深圳市,龙华区,114.0178461,22.72917113
大水坑网吧(山顶小区东南),体育休闲服务,娱乐场所,网吧,下新塘31号,广东省,深圳市,龙华区,114.0198939,22.72267722
万客来网吧,体育休闲服务,娱乐场所,网吧,观澜街道大布巷社区大坑龙工业区建辉厂对面,广东省,深圳市,龙华区,114.0342348,22.72598881
好心情网吧(泗黎路),体育休闲服务,娱乐场所,网吧,观澜福民区泗黎路83-15号,广东省,深圳市,龙华区,114.0337359,22.72282191
世纪缘网吧(泗黎路),体育休闲服务,娱乐场所,网吧,景福路与泗黎路交叉口西南100米,广东省,深圳市,龙华区,114.034207,22.72275478
畅游网咖,体育休闲服务,娱乐场所,网吧,观澜镇大布巷泗黎路338号,广东省,深圳市,龙华区,114.0349206,22.72428963
极速上网(景福路),体育休闲服务,娱乐场所,网吧,观澜镇悦兴围二组盛景园工业区,广东省,深圳市,龙华区,114.0349915,22.72439243
帝战网咖,体育休闲服务,娱乐场所,网吧,大富路与桂香路交叉口旁,广东省,深圳市,龙华区,114.0270378,22.72982487
W网咖(玩咖网咖),体育休闲服务,娱乐场所,网吧,大布巷布新路138号阳光花园9-11栋,广东省,深圳市,龙华区,114.0404908,22.72410182
成兴网吧,体育休闲服务,娱乐场所,网吧,观澜大布巷布新路112号,广东省,深圳市,龙华区,114.0427084,22.72163167
光速网吧(布新路),体育休闲服务,娱乐场所,网吧,观澜街道大布巷社区滨江吓三巷1号,广东省,深圳市,龙华区,114.0440872,22.72219259
聚友网吧(布新路),体育休闲服务,娱乐场所,网吧,观澜镇大布巷布新路98号,广东省,深圳市,龙华区,114.043621,22.72155875
金山网吧(布新路),体育休闲服务,娱乐场所,网吧,观澜布新路同得利购物城旁,广东省,深圳市,龙华区,114.0433704,22.72116239
千顺网吧联盟(银星店),体育休闲服务,娱乐场所,网吧,沿河路富峰超市2楼,广东省,深圳市,龙华区,114.044651,22.72831469
极速网吧(布新路),体育休闲服务,娱乐场所,网吧,布新路98号附近,广东省,深圳市,龙华区,114.04359,22.72157381
极速网吧(布新路),体育休闲服务,娱乐场所,网吧,大布巷白门前3巷3号,广东省,深圳市,龙华区,114.0447283,22.72163941
鑫鑫网吧(布新路),体育休闲服务,娱乐场所,网吧,大布巷百门前三巷3号,广东省,深圳市,龙华区,114.0437548,22.72098063
远田网吧,体育休闲服务,娱乐场所,网吧,大布巷社区白门前四巷二号,广东省,深圳市,龙华区,114.0432376,22.72048086
时代网咖(大东门街),体育休闲服务,娱乐场所,网吧,食品路4号2层,广东省,深圳市,龙华区,114.0536095,22.7230981
盛虹网吧,体育休闲服务,娱乐场所,网吧,桂花社区桂花路52号,广东省,深圳市,龙华区,114.0510064,22.72496422
酷乐迪动漫城(观澜店),体育休闲服务,娱乐场所,游戏厅,观澜大道419号兴万达广场5层(观澜影剧院),广东省,深圳市,龙华区,114.0531771,22.72138233
阿芳棋牌室(桂花路),体育休闲服务,娱乐场所,棋牌室,桂花路长乐粮油店对面,广东省,深圳市,龙华区,114.0503873,22.72351777
美家乐网吧,体育休闲服务,娱乐场所,网吧,贵湖塘四巷10号附近,广东省,深圳市,龙华区,114.0531069,22.72496246
兴万达萨比奇,体育休闲服务,休闲场所,游乐场,观澜大道419号兴万达广场3层,广东省,深圳市,龙华区,114.0534078,22.7215109
风之谷飞天少年儿童乐园,体育休闲服务,休闲场所,游乐场,桂花路108号首信广场3楼,广东省,深圳市,龙华区,114.0549717,22.72674776
新大网吧(东门街),体育休闲服务,娱乐场所,网吧,东门街14号,广东省,深圳市,龙华区,114.049864,22.72293791
武陵网吧,体育休闲服务,娱乐场所,网吧,汇食街与玫园一街交叉口西北150米,广东省,深圳市,龙华区,114.0524109,22.72285627
风之谷飞天少年航天主题乐园(观澜店),体育休闲服务,休闲场所,游乐场,观澜桂花路108号首信广场3楼,广东省,深圳市,龙华区,114.0549687,22.72675076
星光网吧,体育休闲服务,娱乐场所,网吧,桂花路与桂花路十三巷交叉口西北200米,广东省,深圳市,龙华区,114.0520799,22.72798142
辉达网吧,体育休闲服务,娱乐场所,网吧,怡心街与沿河路交叉口西200米,广东省,深圳市,龙华区,114.0478365,22.72701265
银星俱乐部,体育休闲服务,娱乐场所,棋牌室,观光路1301-36号附近,广东省,深圳市,龙华区,114.0477746,22.7268988
福星网吧(桂澜中路),体育休闲服务,娱乐场所,网吧,桂澜中路与澜花路交叉口西南50米,广东省,深圳市,龙华区,114.0551407,22.72388628
螺蛳粉麻将馆,体育休闲服务,娱乐场所,棋牌室,老村99栋,广东省,深圳市,龙华区,114.0503815,22.72105946
皋天网咖(观澜桂花路店),体育休闲服务,娱乐场所,网吧,观澜街道桂花路103号一栋二楼,广东省,深圳市,龙华区,114.0547339,22.72752094
富通网络休闲,体育休闲服务,娱乐场所,网吧,桂澜路与沿河西路交叉口东北50米,广东省,深圳市,龙华区,114.0562154,22.72661774
游戏厅(兴万达),体育休闲服务,娱乐场所,游戏厅,观澜大道419号兴万达5F层,广东省,深圳市,龙华区,114.0529723,22.7213707
桂花网吧,体育休闲服务,娱乐场所,网吧,观澜桂花路146号,广东省,深圳市,龙华区,114.0550864,22.73008062
雄星网吧,体育休闲服务,娱乐场所,网吧,观兰镇大布巷布新路,广东省,深圳市,龙华区,114.0463769,22.72163705
大象网咖,体育休闲服务,娱乐场所,网吧,观兰桂花路146号二楼,广东省,深圳市,龙华区,114.0551203,22.73004357
乐奇多儿童乐园(观澜华润万家店),体育休闲服务,休闲场所,游乐场,观澜大道国税局对面小稻城3楼电梯入口,广东省,深圳市,龙华区,114.0583195,22.7241891
考拉儿童乐园,体育休闲服务,休闲场所,游乐场,观澜大道611号新安购物广场二楼,广东省,深圳市,龙华区,114.0574654,22.72380354
乐奇多(小稻城商业中心),体育休闲服务,休闲场所,游乐场,观澜大道与桂新路交叉口小稻城商业中心3F层,广东省,深圳市,龙华区,114.0581726,22.7246402
宏涛网咖,体育休闲服务,娱乐场所,网吧,惠民一路47号,广东省,深圳市,龙华区,114.0604974,22.727214
濠宝宝游乐场,体育休闲服务,休闲场所,游乐场,桂新路51号为盛百货二楼,广东省,深圳市,龙华区,114.0568058,22.72738058
头等舱网吧,体育休闲服务,娱乐场所,网吧,桂花社区桂新路43号,广东省,深圳市,龙华区,114.057738,22.72600149
天庭网咖,体育休闲服务,娱乐场所,网吧,观澜街道桂花社区桂新路106号201室,广东省,深圳市,龙华区,114.0574901,22.72778937
极速网吧,体育休闲服务,娱乐场所,网吧,旭玫新村36栋,广东省,深圳市,龙华区,114.0587682,22.72227195
千度网咖,体育休闲服务,娱乐场所,网吧,观澜大道510号3楼,广东省,深圳市,龙华区,114.057831,22.72352304
富平网络出租屋,体育休闲服务,娱乐场所,网吧,观澜镇桂花新区新石桥村惠民二路72号,广东省,深圳市,龙华区,114.0604822,22.73013519
新天地游艺城,体育休闲服务,娱乐场所,游戏厅,观澜桂花社区桂新路国惠康商业城3层,广东省,深圳市,龙华区,114.0576401,22.72557477
新石桥网吧,体育休闲服务,娱乐场所,网吧,新石桥村,广东省,深圳市,龙华区,114.0614415,22.72939203
迪斯尼梦幻星城,体育休闲服务,休闲场所,游乐场,观澜湖mhmall,广东省,深圳市,龙华区,114.0703276,22.72557835
莫莉幻想,体育休闲服务,休闲场所,游乐场,新城大道附近,广东省,深圳市,龙华区,114.071955,22.72634554
莫莉幻想(观澜湖新城店),体育休闲服务,休闲场所,游乐场,高尔夫大道8号观澜湖新城MH MALL3层,广东省,深圳市,龙华区,114.0701927,22.72548651
反弹蹦床公园(观澜湖新城MHMALL),体育休闲服务,休闲场所,游乐场,高尔夫大道8号观澜湖新城购物中心A栋2a座L301,广东省,深圳市,龙华区,114.0709934,22.72483789
普乐方幻真体验馆(观澜湖新城店),体育休闲服务,休闲场所,游乐场,观澜街道高尔夫大道8号观澜湖新城MH Mall2层,广东省,深圳市,龙华区,114.0696409,22.72485826
莫莉幻想亲子园(观澜湖新城MHMALL),体育休闲服务,休闲场所,游乐场,高尔夫大道1号观澜湖新城MHMALL3F层,广东省,深圳市,龙华区,114.0701986,22.72588939
星际传奇(观澜湖新城MHMALL),体育休闲服务,娱乐场所,游戏厅,高尔夫大道1号观澜湖新城MHMALL3F层,广东省,深圳市,龙华区,114.0702247,22.72457873
丁丁网吧,体育休闲服务,娱乐场所,网吧,高尔夫大道110门附近,广东省,深圳市,龙华区,114.0677797,22.72575503
友谊棋牌室,体育休闲服务,娱乐场所,棋牌室,高尔夫大道1075号附近,广东省,深圳市,龙华区,114.0678037,22.72557106
金茂网吧(金石路),体育休闲服务,娱乐场所,网吧,石一村金电厂,广东省,深圳市,龙华区,114.0819505,22.72561756
新石网吧,体育休闲服务,娱乐场所,网吧,牛湖社区,广东省,深圳市,龙华区,114.0858846,22.72740247
我的网咖,体育休闲服务,娱乐场所,网吧,兴业路与高尔夫大道交叉口旁,广东省,深圳市,龙华区,114.0857665,22.72816829
轩雅网络休闲会所,体育休闲服务,娱乐场所,网吧,牛湖老村裕昌路13号,广东省,深圳市,龙华区,114.0856443,22.72981485
中原网咖(君新工业路),体育休闲服务,娱乐场所,网吧,君新工业路与君新路交叉口东北50米,广东省,深圳市,龙华区,114.0907002,22.7233786
新城网咖,体育休闲服务,娱乐场所,网吧,君新路140号附近,广东省,深圳市,龙华区,114.0893714,22.72387563
超速网吧(君新路店),体育休闲服务,娱乐场所,网吧,君新路121-8号,广东省,深圳市,龙华区,114.0885208,22.72643706
高端光纤网吧,体育休闲服务,娱乐场所,网吧,君新路111号附近,广东省,深圳市,龙华区,114.0876974,22.72597737
极速部落网络会所(君新路),体育休闲服务,娱乐场所,网吧,君子布社区紫金围13号一楼,广东省,深圳市,龙华区,114.0924835,22.72091318
诺贝儿童乐园,体育休闲服务,休闲场所,游乐场,和谐路107-121号附近,广东省,深圳市,龙岗区,114.2211591,22.72937655
愉龙网咖,体育休闲服务,娱乐场所,网吧,愉龙路25-27,广东省,深圳市,龙岗区,114.2183779,22.72328472
漫巴网咖,体育休闲服务,娱乐场所,网吧,龙城街道爱地花园A1栋203-206号,广东省,深圳市,龙岗区,114.2189274,22.73045621
风亭月网吧,体育休闲服务,娱乐场所,网吧,清林东路78号,广东省,深圳市,龙岗区,114.2350457,22.72267713
游乐设施,体育休闲服务,休闲场所,游乐场,吉祥路281号天虹商场F4,广东省,深圳市,龙岗区,114.2322056,22.72290985
小精灵儿童乐园,体育休闲服务,休闲场所,游乐场,龙岗中心城白灰围二路壹克拉停车场入口,广东省,深圳市,龙岗区,114.2268548,22.72397447
优优岛欢乐世界,体育休闲服务,休闲场所,游乐场|科教文化服务,龙城街道龙福西路96号,广东省,深圳市,龙岗区,114.2291286,22.72666015
转角网咖(龙岗中心城店),体育休闲服务,娱乐场所,网吧,中心城白灰围二路家和盛世2期,广东省,深圳市,龙岗区,114.226995,22.72395457
名将棋苑,体育休闲服务,娱乐场所,棋牌室,公园路与龙福路交叉口西北150米,广东省,深圳市,龙岗区,114.234785,22.72956209
景恒桌球棋牌会所(吉祥店),体育休闲服务,娱乐场所,棋牌室,吉祥路366号2层,广东省,深圳市,龙岗区,114.2340067,22.72086223
贝乐星亲子乐园,体育休闲服务,休闲场所,游乐场,建设路28号宝能城市广场1层,广东省,深圳市,龙岗区,114.2431534,22.7270617
神勇童子军体验馆,体育休闲服务,休闲场所,游乐场,龙城街道中心城建设路28号宝钜商业大厦L1-15-16室,广东省,深圳市,龙岗区,114.2435396,22.72825638
神舞飞扬亲子儿童乐园,体育休闲服务,休闲场所,游乐场,龙岗中心区龙城建设路28号宝能沃尔玛宝能广场一楼,广东省,深圳市,龙岗区,114.2437037,22.72738964
冰雪主题儿童游乐园,体育休闲服务,休闲场所,游乐场,建设路28号宝能·allcity购物中心龙岗店1层,广东省,深圳市,龙岗区,114.2435356,22.72811642
游乐设施,体育休闲服务,休闲场所,游乐场,建设路28号宝能allcityF1,广东省,深圳市,龙岗区,114.2437838,22.72776553
欢乐小玩家亲子乐园,体育休闲服务,休闲场所,游乐场,建设路28号宝能allcityF1,广东省,深圳市,龙岗区,114.2437838,22.72776553
咪哒,体育休闲服务,休闲场所,游乐场,建设路28号宝能allcityF1,广东省,深圳市,龙岗区,114.2437908,22.72733766
艾尔文网咖(龙福路店),体育休闲服务,娱乐场所,网吧,龙福路110号2层,广东省,深圳市,龙岗区,114.2425228,22.72876316
雅豪网咖(龙河路店),体育休闲服务,娱乐场所,网吧,龙河路与龙河路二巷交叉口南50米,广东省,深圳市,龙岗区,114.2530933,22.72634172
亲子城,体育休闲服务,休闲场所,游乐场,天成广场,广东省,深圳市,龙岗区,114.2482505,22.72593588
梦河网域(龙河路二巷),体育休闲服务,娱乐场所,网吧,南联新市场18号,广东省,深圳市,龙岗区,114.2536755,22.72566772
龙河网咖,体育休闲服务,娱乐场所,网吧,龙岗街道南联龙河路8巷8号一层,广东省,深圳市,龙岗区,114.2545106,22.72715001
抓抓彩儿童乐园,体育休闲服务,休闲场所,游乐场,龙河路19号龙城商场F1,广东省,深圳市,龙岗区,114.2498795,22.72178679
游乐设施,体育休闲服务,休闲场所,游乐场,龙河路19号龙城商场F1,广东省,深圳市,龙岗区,114.2497954,22.72173082
闪速网吧(盛龙路),体育休闲服务,娱乐场所,网吧,万象天成11栋,广东省,深圳市,龙岗区,114.2507384,22.72831577
双击网吧,体育休闲服务,娱乐场所,网吧,茶都三路与龙河路交叉口北50米,广东省,深圳市,龙岗区,114.2497663,22.72297348
宇极通网咖(南联店),体育休闲服务,娱乐场所,网吧,龙园路74-4号,广东省,深圳市,龙岗区,114.2552748,22.72600805
杰拉网咖(龙河路),体育休闲服务,娱乐场所,网吧,龙河路和创大厦2楼,广东省,深圳市,龙岗区,114.251097,22.72107773
小苹果网吧(松子路),体育休闲服务,娱乐场所,网吧,松子路7号,广东省,深圳市,龙岗区,114.2497069,22.72943766
享尚网咖(龙城广场),体育休闲服务,娱乐场所,网吧,龙岗街道茶都二路东方明珠城(龙城广场地铁站D出口),广东省,深圳市,龙岗区,114.2491402,22.72133004
可爱哆儿童乐园,体育休闲服务,休闲场所,游乐场,东方国际茶都二期3楼,广东省,深圳市,龙岗区,114.248923,22.72215884
乐购动漫城,体育休闲服务,娱乐场所,游戏厅,龙河路东方明珠城,广东省,深圳市,龙岗区,114.248874,22.72208787
孟母斋儿童训练营,体育休闲服务,休闲场所,游乐场,龙岗大道860号南联摩尔城购物中心外场(近地铁龙岗线南联站),广东省,深圳市,龙岗区,114.2624802,22.72531249
爱乐游(摩尔城购物中心),体育休闲服务,休闲场所,游乐场,龙岗大道龙岗段6002-10摩尔城购物中心F3层,广东省,深圳市,龙岗区,114.2627262,22.72496342
宇通网咖(龙园路),体育休闲服务,娱乐场所,网吧,龙岗街道南联社区龙园路178号综合楼2层,广东省,深圳市,龙岗区,114.257749,22.72808938
爱嘟嘟儿童成长乐园(南联店),体育休闲服务,休闲场所,游乐场,建设路二巷与碧新路满京华·喜悦里华庭2期103号,广东省,深圳市,龙岗区,114.2634621,22.72430911
灵创网络,体育休闲服务,娱乐场所,网吧,龙岗街道南联路73号铭泰商务中心710-711室,广东省,深圳市,龙岗区,114.2589453,22.72438383
梦河网咖,体育休闲服务,娱乐场所,网吧,南联街道吓岗一村一巷,广东省,深圳市,龙岗区,114.2621873,22.72295834
铭将网咖(南联店),体育休闲服务,娱乐场所,网吧,罗瑞合南街6号,广东省,深圳市,龙岗区,114.2640508,22.72847252
自由人网络,体育休闲服务,娱乐场所,网吧,碧新路2095号世宏大厦2001,广东省,深圳市,龙岗区,114.2619183,22.72385626
塞纳左岸网咖,体育休闲服务,娱乐场所,网吧,碧新路与银威路路口(摩尔城后面喜悦里华庭二期30-31号铺位),广东省,深圳市,龙岗区,114.2636002,22.72247553
雪安网吧,体育休闲服务,娱乐场所,网吧,龙岗街道深惠路933号金大明大厦三楼(大明宾馆旁),广东省,深圳市,龙岗区,114.2647097,22.72785022
星期六儿童成长主题乐园,体育休闲服务,休闲场所,游乐场,龙岗中心城龙岗大道远洋新干线晶钻商业广场三楼317,广东省,深圳市,龙岗区,114.2570404,22.72159754
嗳尚网咖,体育休闲服务,娱乐场所,网吧,南联社区吓岗一村九巷4号一楼,广东省,深圳市,龙岗区,114.2608475,22.72198844
正群网咖,体育休闲服务,娱乐场所,网吧,吓岗一村,广东省,深圳市,龙岗区,114.2609265,22.72176845
爱尚网咖(罗瑞合南街),体育休闲服务,娱乐场所,网吧,罗瑞合东路与罗瑞合北街交叉口南50米,广东省,深圳市,龙岗区,114.2622289,22.72997333
荣联网吧,体育休闲服务,娱乐场所,网吧,龙岗街道办南联社区吓岗一村九巷四号,广东省,深圳市,龙岗区,114.2606155,22.72180562
新速网吧,体育休闲服务,娱乐场所,网吧,瑞华南五巷8号附近,广东省,深圳市,龙岗区,114.261671,22.72964677
梦河网络(旗舰店),体育休闲服务,娱乐场所,网吧,龙平东路瑞合院区式管理小区北50米,广东省,深圳市,龙岗区,114.2629608,22.72956496
欧阳网吧,体育休闲服务,娱乐场所,网吧,龙岗街道平南路21号2楼,广东省,深圳市,龙岗区,114.2654425,22.72913031
