名称,大类,中类,小类,地址,省,市,区,WGS84_X,WGS84_Y
星美影城(国都花园店),体育休闲服务,影剧院,电影院,金鹏路18号国都花园3层,广东省,深圳市,龙岗区,114.1127762,22.60818864
华纳时代国际影城(国都花园店),体育休闲服务,影剧院,电影院,金鹏路18号国都花园3层(布吉公园旁),广东省,深圳市,龙岗区,114.1127051,22.60821758
中影南方(布吉店),体育休闲服务,影剧院,电影院,深惠路102号龙珠商城5层,广东省,深圳市,龙岗区,114.1182597,22.60512007
华夏太古国际影城(万科红店),体育休闲服务,影剧院,电影院,布吉锦龙路89号万科红生活广场南区F1层-F2层,广东省,深圳市,龙岗区,114.1224988,22.60078224
佳兆业国际影城(布吉店),体育休闲服务,影剧院,电影院,龙岗大道2288号佳兆业广场4层,广东省,深圳市,龙岗区,114.1259822,22.60921921
万达影城布吉万科红店,体育休闲服务,影剧院,电影院,布吉锦龙路与惠康路交汇处万科红生活广场二楼(惠康路口),广东省,深圳市,龙岗区,114.1222524,22.60076397
天誉国际影城(樟树布店),体育休闲服务,影剧院,电影院,南湾街道樟树布社区樟富北路法瑞姿大厦5楼,广东省,深圳市,龙岗区,114.1503289,22.60920701
东部华侨城露天剧场,体育休闲服务,影剧院,剧场,东部华侨城,广东省,深圳市,盐田区,114.3014776,22.608481
第8天影院,体育休闲服务,影剧院,电影院,宝田一路58号附近,广东省,深圳市,宝安区,113.8701629,22.59680838
中影德金影城(西乡店),体育休闲服务,影剧院,电影院,宝民二路190-3号缤纷时代广场F1层,广东省,深圳市,宝安区,113.8693755,22.59580867
中影UL城市影院,体育休闲服务,影剧院,电影院,宝田一路中熙香缤山九栋万荟城商业广场四楼,广东省,深圳市,宝安区,113.8765507,22.59935109
17.5影城(西乡店),体育休闲服务,影剧院,电影院,西乡街道76区锦花路华广集团4层,广东省,深圳市,宝安区,113.8855778,22.59270795
中影100都市影城(彩虹城店),体育休闲服务,影剧院,电影院,西乡大道与前进二路交汇处81区彩虹城五层,广东省,深圳市,宝安区,113.877159,22.5932624
横店电影城(深圳店),体育休闲服务,影剧院,电影院,民治书香门第上河坊2栋2层,广东省,深圳市,龙华区,114.0432735,22.59969113
中影影城(佳兆业广场)(装修中),体育休闲服务,影剧院,电影院,佳兆业广场商业2层,广东省,深圳市,龙岗区,114.4700797,22.5966239
深圳市第一职业技术学校音乐厅,体育休闲服务,影剧院,音乐厅,鹏飞路53号附近,广东省,深圳市,龙岗区,114.5061388,22.59560616
纽菲斯音乐吧(较场尾店),体育休闲服务,影剧院,音乐厅,较场尾银滩路p1停车场解放区客栈旁边,广东省,深圳市,龙岗区,114.5050783,22.59165653
新华银兴国际影城(深圳店),体育休闲服务,影剧院,电影院,宝安大道与金海路交汇处金港华庭1栋3层,广东省,深圳市,宝安区,113.855821,22.58583943
云幕国际影城(西乡店),体育休闲服务,影剧院,电影院,工业路23号共乐城购物中心4层,广东省,深圳市,宝安区,113.8637873,22.5846925
中影南国影城(宝安店),体育休闲服务,影剧院,电影院,宝民二路129号港隆城百货4层,广东省,深圳市,宝安区,113.8761209,22.58437764
金逸国际电影城(建安店),体育休闲服务,影剧院,电影院,建安二路河东骏丰园首层,广东省,深圳市,宝安区,113.8799797,22.5863894
芒果私人影院,体育休闲服务,影剧院,电影院,流塘一路一乐会商场二楼,广东省,深圳市,宝安区,113.8807449,22.58482212
西乡乐谷,体育休闲服务,影剧院,剧场|体育休闲服务,西乡街道宝民2路112号,广东省,深圳市,宝安区,113.8780339,22.5843812
CMC文创影院,体育休闲服务,影剧院,电影院,新安四路金海华府,广东省,深圳市,宝安区,113.8909512,22.58541586
中影UL城市影城(宝立方店),体育休闲服务,影剧院,电影院,新安四路198号宝立方3层,广东省,深圳市,宝安区,113.8873095,22.58280994
兴东社区文化活动舞台,体育休闲服务,影剧院,剧场,留仙二路一巷14号附近,广东省,深圳市,宝安区,113.9118426,22.58485083
中影4KMAX国际影城(西丽店),体育休闲服务,影剧院,电影院,留仙大道2188号悦方广场1层,广东省,深圳市,南山区,113.9410106,22.58418685
中影UL城市影院(西丽店),体育休闲服务,影剧院,电影院,西丽镇366商业步行街中段2层,广东省,深圳市,南山区,113.9462759,22.58513316
中影荟星影城(西丽店),体育休闲服务,影剧院,电影院,西丽街留仙大道1369号众冠西郡园二楼(西丽地铁站C口),广东省,深圳市,南山区,113.950618,22.58312792
新岸线游艺城5D影院,体育休闲服务,影剧院,影剧院相关,平山村379号附近,广东省,深圳市,南山区,113.9612208,22.58681581
百誉影城(草埔店),体育休闲服务,影剧院,电影院,金稻田路1191号福安购物广场7楼,广东省,深圳市,罗湖区,114.1146236,22.58722903
中影UL城市影院(布心店),体育休闲服务,影剧院,电影院,东湖路189号今日家园腾均商业百货2层,广东省,深圳市,罗湖区,114.1304403,22.58428143
金逸国际电影城(碧海店),体育休闲服务,影剧院,电影院,兴业路3004号碧海城广场4层,广东省,深圳市,宝安区,113.8517785,22.57199879
中影星美国际影城(新湖路店),体育休闲服务,影剧院,电影院,西乡大道与新湖路交汇处天虹商场3层,广东省,深圳市,宝安区,113.8594937,22.57762762
中影星美国际影城(天虹商场店),体育休闲服务,影剧院,电影院,宝安大道与新湖路交汇处天虹商场3层,广东省,深圳市,宝安区,113.860082,22.57812738
天虹电影,体育休闲服务,影剧院,电影院,合正汇一城3层,广东省,深圳市,宝安区,113.8588763,22.57873864
中影星美国际影城(天虹商场),体育休闲服务,影剧院,电影院,西乡大道与新湖路交汇处天虹商场F3层,广东省,深圳市,宝安区,113.8580695,22.57897748
深影华纳影院,体育休闲服务,影剧院,电影院,新安街道49区自由路137号大楼一楼(翻身派出所旁),广东省,深圳市,宝安区,113.8837668,22.57242935
橙天嘉禾影城(深圳中洲店),体育休闲服务,影剧院,电影院,创业二路89号中洲·πmallA区4层,广东省,深圳市,宝安区,113.9015997,22.57445242
橙天嘉禾影城(卓悦汇店),体育休闲服务,影剧院,电影院,梅林街道中康路126号卓悦汇购物中心四层L4-27,广东省,深圳市,福田区,114.0556421,22.572689
凯乐之声,体育休闲服务,影剧院,剧场,上梅林凯丰路与梅东二路交汇处两岸大厦4楼,广东省,深圳市,福田区,114.0589648,22.57388463
天长地久罗湖梦幻影城,体育休闲服务,影剧院,电影院,宝岗路269号东座1楼(泥岗东路与宝安北路交汇处),广东省,深圳市,罗湖区,114.1059396,22.57376936
MCL洲立影城(罗湖店),体育休闲服务,影剧院,电影院,太宁街8号喜荟城F2层-F3层,广东省,深圳市,罗湖区,114.1358554,22.57080276
大地数字影院(时代城店),体育休闲服务,影剧院,电影院,西乡街道宝源路时代城深圳宝安店6层,广东省,深圳市,宝安区,113.8632491,22.56989842
UL城市影院(乐尚店),体育休闲服务,影剧院,电影院,裕安一路与翻身路交叉口星光美食娱乐广场2层,广东省,深圳市,宝安区,113.8850288,22.56636962
中影星趴影城,体育休闲服务,影剧院,电影院,宝安大道万科生活广场2层,广东省,深圳市,宝安区,113.8848878,22.56416175
中影星趴影城·儿童乐园,体育休闲服务,影剧院,电影院,宝安大道2060-10号附近,广东省,深圳市,宝安区,113.8848878,22.56416175
丰乐视听馆(创业天虹店),体育休闲服务,影剧院,电影院,翻身路336号易达大厦3层,广东省,深圳市,宝安区,113.8899085,22.56381584
万达影城(海雅广场店),体育休闲服务,影剧院,电影院,建安一路99号海雅缤纷城4层L4-58号,广东省,深圳市,宝安区,113.9012272,22.56372655
新安影剧院,体育休闲服务,影剧院,电影院,新安二路70号,广东省,深圳市,宝安区,113.9048649,22.56205572
环星电影院(新安店),体育休闲服务,影剧院,电影院,新安二路70号,广东省,深圳市,宝安区,113.90528,22.56226856
中影影尊国际影城,体育休闲服务,影剧院,电影院,建安一路80号香缤广场家乐福4层,广东省,深圳市,宝安区,113.9017104,22.56455238
海雅大剧院,体育休闲服务,影剧院,剧场,建安一路99号海雅缤纷城,广东省,深圳市,宝安区,113.9012262,22.56372555
开心超市小剧场,体育休闲服务,影剧院,剧场,新安二路74号,广东省,深圳市,宝安区,113.9061432,22.56299116
球幕影院(龙井二路),体育休闲服务,影剧院,电影院,龙井二路95号宝安科技馆4层,广东省,深圳市,宝安区,113.9066864,22.56139607
中影UL城市影院(岁宝百货),体育休闲服务,影剧院,电影院,龙珠大道33号岁宝百货F1层,广东省,深圳市,南山区,113.9798443,22.56083472
中影UL城市影院(龙珠店),体育休闲服务,影剧院,电影院,桃源村三期岁宝百货2层,广东省,深圳市,南山区,113.9794453,22.56095389
深圳雅图数字影院(梅林店),体育休闲服务,影剧院,电影院,梅林一村9区103A,广东省,深圳市,福田区,114.0292917,22.56812772
宜和购物400演播厅,体育休闲服务,影剧院,剧场,怡景路2010号深圳广播电影电视集团大楼C102,广东省,深圳市,罗湖区,114.1343977,22.56056854
深圳交响乐团音乐厅,体育休闲服务,影剧院,音乐厅,黄贝街道黄贝路2025号,广东省,深圳市,罗湖区,114.1362911,22.56070437
荷里活5D动感体验,体育休闲服务,影剧院,影剧院相关,爱国路园林大厦东南100米,广东省,深圳市,罗湖区,114.1389668,22.5697717
中影UL城市影院(莲塘路店),体育休闲服务,影剧院,电影院,莲塘路208号聚宝商业中心3层,广东省,深圳市,罗湖区,114.1648696,22.56457532
中影UL城市影院(宝安店),体育休闲服务,影剧院,电影院,罗田路第五大道高发西岸花园7栋,广东省,深圳市,宝安区,113.8712553,22.55803673
云影视厅,体育休闲服务,影剧院,电影院,大新路88号金龙工业园门口,广东省,深圳市,南山区,113.925664,22.55178857
江湖影院,体育休闲服务,影剧院,电影院,安托山七路南侧,广东省,深圳市,福田区,114.0074973,22.55384397
聚橙剧院院线,体育休闲服务,影剧院,剧场,景田东路与莲花路交叉口西南200米,广东省,深圳市,福田区,114.0394875,22.5550283
深圳市妇女大厦儿童剧场,体育休闲服务,影剧院,剧场,景田东路与莲花路交叉口西南200米,广东省,深圳市,福田区,114.0392869,22.55509974
福田文化馆·音乐主题馆,体育休闲服务,影剧院,音乐厅,景田北路东一街2号,广东省,深圳市,福田区,114.0384661,22.55797537
球幕影院(少年宫店),体育休闲服务,影剧院,电影院,福中一路2002号,广东省,深圳市,福田区,114.0563068,22.55071288
现代演艺中心,体育休闲服务,影剧院,剧场,红荔西路莲花三村演艺中心大厦,广东省,深圳市,福田区,114.0653895,22.55076889
刘老根拿来一壶嗨晚宴剧院,体育休闲服务,影剧院,剧场,红荔西路5001号现代演艺中心,广东省,深圳市,福田区,114.0652785,22.55069403
深圳少年宫-三楼音乐厅,体育休闲服务,影剧院,音乐厅,福中一路2002号,广东省,深圳市,福田区,114.0568113,22.55044009
黑土地剧场,体育休闲服务,影剧院,剧场,红荔路5003号3层西侧,广东省,深圳市,福田区,114.0653035,22.55052801
艺好天影视,体育休闲服务,影剧院,电影院,百花五路长城大厦7栋17-18,广东省,深圳市,福田区,114.0848705,22.55423504
百花金奖影城,体育休闲服务,影剧院,电影院,百花二路2号百花园首层,广东省,深圳市,福田区,114.0903699,22.55638455
中影星联影城(园岭店),体育休闲服务,影剧院,电影院,园岭新村四路新一佳2层,广东省,深圳市,福田区,114.0944688,22.55502856
嘉乐国际影城(鸿翔店),体育休闲服务,影剧院,电影院,松园路鸿翔花园2期1层(家乐福后门),广东省,深圳市,罗湖区,114.1021191,22.55604522
中影百汇国际影城(红岭店),体育休闲服务,影剧院,电影院,红岭中路2061号星光广场3层,广东省,深圳市,福田区,114.0988175,22.55825398
深圳市振鹏京剧院,体育休闲服务,影剧院,剧场,桂园路三巷36号桂园文化站六楼,广东省,深圳市,罗湖区,114.107328,22.55045324
红石影城(东门店),体育休闲服务,影剧院,电影院,东门中路2088号维景酒店B1层,广东省,深圳市,罗湖区,114.1180016,22.5519457
冷杉欢腾影城(深圳店),体育休闲服务,影剧院,电影院,沙头角街道官下路63号瀚海东岸4层401,广东省,深圳市,盐田区,114.2271209,22.55387192
时代凤凰国际影城(盐田店),体育休闲服务,影剧院,电影院,沙头角海山路28号和亨城市广场广富百货2层,广东省,深圳市,盐田区,114.2337516,22.56030299
华纳万都影城(深圳前海店),体育休闲服务,影剧院,电影院,桂湾三路龙海商业广场13-17号,广东省,深圳市,南山区,113.9011066,22.54088031
汉鼎宇佑影城(星海名城店),体育休闲服务,影剧院,电影院,前海路3101-90号前海天虹6层,广东省,深圳市,南山区,113.908836,22.54375739
中影德金影城南山店,体育休闲服务,影剧院,电影院,南山街道艺园东路缤纷年华家园商业裙楼301A-2号,广东省,深圳市,南山区,113.9228641,22.54564043
中影南方影城(科技园店),体育休闲服务,影剧院,电影院,科兴路10号科技园文化广场3层,广东省,深圳市,南山区,113.9384794,22.54357428
百老汇电影中心(深圳万象天地),体育休闲服务,影剧院,电影院,深南大道与沙河西路交汇处深圳万象天地,广东省,深圳市,南山区,113.9510507,22.54466746
百影汇家庭影院,体育休闲服务,影剧院,电影院,大冲城市花园,广东省,深圳市,南山区,113.9516236,22.54707799
欢乐剧场(汇文楼西),体育休闲服务,影剧院,剧场,华侨城侨城西路欢乐谷内,广东省,深圳市,南山区,113.9756167,22.54244344
中影国际影城(华侨东路店),体育休闲服务,影剧院,电影院,沙河世纪假日广场B座304座A,广东省,深圳市,南山区,113.967667,22.54134487
Amber琥珀亲子微剧场,体育休闲服务,影剧院,剧场,侨城东路99号深南电路公司306室,广东省,深圳市,南山区,113.9909179,22.54244692
太平洋影城(东海店),体育休闲服务,影剧院,电影院,红荔西路8099号东海城市广场4层411号,广东省,深圳市,福田区,114.0158508,22.54334032
中影今典国际影城(深国投店)(装修中),体育休闲服务,影剧院,电影院,农林路69号深国投广场嘉信茂购物中心3层,广东省,深圳市,福田区,114.0066738,22.54734991
深圳音乐厅,体育休闲服务,影剧院,音乐厅,福中一路2016号,广东省,深圳市,福田区,114.0521804,22.55003996
金树大厅,体育休闲服务,影剧院,音乐厅,福中一路深圳音乐厅2层,广东省,深圳市,福田区,114.0521774,22.55003397
斯坦威花园音乐厅,体育休闲服务,影剧院,音乐厅,莲花街道深圳音乐厅一楼,广东省,深圳市,福田区,114.0521804,22.55003996
深圳音乐厅演奏大厅,体育休闲服务,影剧院,音乐厅,福中一路2016号,广东省,深圳市,福田区,114.0520386,22.54971124
中影UL国际影城(彩田店),体育休闲服务,影剧院,电影院,彩德城CBD一站式购物中心3层,广东省,深圳市,福田区,114.063454,22.54579772
博纳国际影城(茂业百货华强北店),体育休闲服务,影剧院,电影院,华强北路2005号茂业百货(华强北店)L9层,广东省,深圳市,福田区,114.081019,22.54866819
卢米埃影院(九方购物中心),体育休闲服务,影剧院,电影院,中航路1号九方购物中心4F层-5F层-6F层,广东省,深圳市,福田区,114.079054,22.54508257
旺角电玩城影吧,体育休闲服务,影剧院,电影院,福虹路5号福华大厦2楼,广东省,深圳市,福田区,114.0786253,22.54105811
EK影视部落,体育休闲服务,影剧院,电影院,福虹路5号福华大厦2楼(福瑞斯酒店正门进入),广东省,深圳市,福田区,114.0782343,22.54107336
新南国影城(中信店),体育休闲服务,影剧院,电影院,深南中路1095新城市广场F3层3001-3004、F4层403-404,广东省,深圳市,福田区,114.0932918,22.54196945
深圳市文化馆影剧院,体育休闲服务,影剧院,影剧院相关,燕南路95号深圳市文化馆,广东省,深圳市,福田区,114.0874648,22.55000158
深圳市群众艺术馆影剧院,体育休闲服务,影剧院,电影院,燕南路95号(群众艺术馆大楼),广东省,深圳市,福田区,114.0876229,22.54983155
深圳大剧院,体育休闲服务,影剧院,剧场,深南东路5016号京基百纳空间(KKMALL)购物中心4层,广东省,深圳市,罗湖区,114.1003959,22.54539641
橙天嘉禾影城(万象城店),体育休闲服务,影剧院,电影院,宝安南路1881号万象城广场3层,广东省,深圳市,罗湖区,114.1056163,22.54149689
UA影院(京基百纳空间),体育休闲服务,影剧院,电影院,深南东路5016号4层L427,广东省,深圳市,罗湖区,114.1020246,22.54725286
伊之源科技(万象城店),体育休闲服务,影剧院,影剧院相关,深南东路5033号金山大厦深圳书城(大剧院地铁站F出口),广东省,深圳市,罗湖区,114.1041293,22.543644
大剧院北街,体育休闲服务,影剧院,剧场,红岭中路1002-1号附近,广东省,深圳市,罗湖区,114.1003268,22.54650031
深圳大剧院-音乐厅,体育休闲服务,影剧院,音乐厅,深南东路5018号,广东省,深圳市,罗湖区,114.1004039,22.54545141
深圳戏院(新园路店),体育休闲服务,影剧院,电影院,新园路1号中海商城1层,广东省,深圳市,罗湖区,114.111388,22.54815717
南国影院(深圳金光华),体育休闲服务,影剧院,电影院,人民南路2028号金光华广场F3层-F4层,广东省,深圳市,罗湖区,114.1147698,22.54184036
太阳数码影城(解放路店),体育休闲服务,影剧院,电影院,解放路2001号太阳广场6层,广东省,深圳市,罗湖区,114.1131938,22.54790561
子曰私人影院,体育休闲服务,影剧院,电影院,百货广场大厦东座1201,广东省,深圳市,罗湖区,114.1141915,22.54660055
百誉影城(钻石广场店),体育休闲服务,影剧院,电影院,南湖路2017号钻石广场3层L3-09号,广东省,深圳市,罗湖区,114.1157184,22.54150224
中影泰得影城(东门店)(装修中),体育休闲服务,影剧院,电影院,解放路1034号鸿展广场3层,广东省,深圳市,罗湖区,114.1143797,22.54851057
深圳戏院1厅,体育休闲服务,影剧院,剧场,新园路与解放路交叉口西南50米,广东省,深圳市,罗湖区,114.1120049,22.54845562
深圳戏院-5号厅,体育休闲服务,影剧院,剧场,新园路3号中海商城F1,广东省,深圳市,罗湖区,114.1116974,22.54873636
中影百誉电影城(东门店),体育休闲服务,影剧院,电影院,东门步行街UCITY商业中心5-6层,广东省,深圳市,罗湖区,114.1156157,22.54921062
罗湖文化公园-欢乐世界剧场,体育休闲服务,影剧院,剧场,湖贝路2012号,广东省,深圳市,罗湖区,114.1213299,22.54910241
欢乐世界,体育休闲服务,影剧院,剧场,湖贝路2014号附近,广东省,深圳市,罗湖区,114.1215514,22.54909866
欢乐影盟·星艾主题影院,体育休闲服务,影剧院,电影院,东门中路鸿基大厦4楼整层,广东省,深圳市,罗湖区,114.1164482,22.54744452
基地清吧音乐吧,体育休闲服务,影剧院,音乐厅,乐园路66号附近,广东省,深圳市,罗湖区,114.1230652,22.5502723
凤凰国际影城(京基店),体育休闲服务,影剧院,电影院,黄贝岭凤凰路177号京基凤凰印象商业广场3层,广东省,深圳市,罗湖区,114.1283891,22.55015593
新金龙玉凤演艺中心,体育休闲服务,影剧院,剧场,凤凰路197号工纺大厦1层,广东省,深圳市,罗湖区,114.1267427,22.54931985
磨菇音乐吧,体育休闲服务,影剧院,音乐厅,凤凰路凤凰印象负1楼,广东省,深圳市,罗湖区,114.1282518,22.54977478
华夏君盛影城(港湾丽都店),体育休闲服务,影剧院,电影院,前海路3005号港湾丽都购物广场2层,广东省,深圳市,南山区,113.9099097,22.53474433
中影UL城市影院(前海店),体育休闲服务,影剧院,电影院,前海路3001号人人乐2层,广东省,深圳市,南山区,113.9098118,22.53182754
百川国际影城(欢乐颂购物广场店),体育休闲服务,影剧院,电影院,南新路3030号欢乐颂购物广场5层,广东省,深圳市,南山区,113.9150803,22.53820456
南山实验剧场,体育休闲服务,影剧院,剧场,南新路2040号南影综合大楼,广东省,深圳市,南山区,113.9140127,22.5326487
小橙堡微剧场,体育休闲服务,影剧院,剧场,南山大道2119号附近,广东省,深圳市,南山区,113.9189002,22.53933607
南山区文体中心剧院-贵宾(入口),体育休闲服务,影剧院,剧场,南山大道南山区文体中心,广东省,深圳市,南山区,113.9174956,22.53954939
深圳大学-音乐厅,体育休闲服务,影剧院,音乐厅,南海大道3688号深圳大学,广东省,深圳市,南山区,113.9281902,22.53678719
高新影院(深港店),体育休闲服务,影剧院,电影院,高新南七道15号深港产学研基地B1层,广东省,深圳市,南山区,113.9395375,22.53645377
太平洋国际影城(京基百纳店),体育休闲服务,影剧院,电影院,白石路168号京基百纳广场3层,广东省,深圳市,南山区,113.963725,22.53385389
中影益田假日影城(深圳广场店),体育休闲服务,影剧院,电影院,益田假日广场L3-8,广东省,深圳市,南山区,113.9709048,22.54024998
华夏艺术中心数码影院(华夏艺术中心店),体育休闲服务,影剧院,电影院,华侨城光侨街1号华夏艺术中心1-2层,广东省,深圳市,南山区,113.9803346,22.53739398
华夏剧院(光侨街),体育休闲服务,影剧院,剧场,光侨街1号,广东省,深圳市,南山区,113.9806638,22.537547
深圳华夏艺术中心大剧场,体育休闲服务,影剧院,剧场,华侨城光侨街1号,广东省,深圳市,南山区,113.9802618,22.5373092
印象中国剧场,体育休闲服务,影剧院,剧场,深南大道9003号中国民俗文化村,广东省,深圳市,南山区,113.9813803,22.53386808
老戏台,体育休闲服务,影剧院,剧场,深南大道9003号中国民俗文化村,广东省,深圳市,南山区,113.9835449,22.5346696
欢乐剧场(建安大厦西北),体育休闲服务,影剧院,剧场,园博园南门,广东省,深圳市,福田区,113.9983223,22.53811568
星汇电影城(东海缤纷天地店),体育休闲服务,影剧院,电影院,香林路,广东省,深圳市,福田区,114.0149941,22.53945402
喵星人私家影院,体育休闲服务,影剧院,电影院,都市阳光名苑裙楼2层2066号,广东省,深圳市,福田区,114.0203887,22.53800486
万众国际影城(NEO店),体育休闲服务,影剧院,电影院,深南大道6011号NEO企业大厦A座3层,广东省,深圳市,福田区,114.0244987,22.53855061
MC全息影剧院,体育休闲服务,影剧院,剧场,下沙京基滨河时代广场B1层,广东省,深圳市,福田区,114.0212283,22.53136889
星美国际影商城(京基IMAX店),体育休闲服务,影剧院,电影院,滨河大道9289号滨河时代裙楼京基百纳时代L4-406,广东省,深圳市,福田区,114.0211325,22.53114117
金逸影城(怡景中心城),体育休闲服务,影剧院,电影院,福华一路3号怡景中心城B2层,广东省,深圳市,福田区,114.0541849,22.5389352
博纳国际影城(皇庭店),体育休闲服务,影剧院,电影院,福华三路118号皇庭广场B1层3室,广东省,深圳市,福田区,114.0548263,22.53599728
百老汇影城(Coco Park购物公园店),体育休闲服务,影剧院,电影院,福华三路268号COCOPARK购物公园2层,广东省,深圳市,福田区,114.0482274,22.53657721
喵星人私人影院(岗厦店),体育休闲服务,影剧院,电影院,彩田路福建大厦b栋1501室,广东省,深圳市,福田区,114.0637944,22.53625886
保利国际影城(大中华店),体育休闲服务,影剧院,电影院,福华一路1号大中华国际交易广场中庭4层,广东省,深圳市,福田区,114.0572736,22.53874613
盛唐时代国际影城(卓越INTOWN购物中心),体育休闲服务,影剧院,电影院,福华三路卓越INTOWN购物中心L3层,广东省,深圳市,福田区,114.059449,22.53390406
聚影空间私人影院,体育休闲服务,影剧院,电影院,福华路99号福田市场大厦第三层3B0002号,广东省,深圳市,福田区,114.0747476,22.53956903
儒乐音乐吧,体育休闲服务,影剧院,音乐厅,福星路102号,广东省,深圳市,福田区,114.0767987,22.53524869
中影百誉影城,体育休闲服务,影剧院,电影院,佳宁娜购物广场友谊路,广东省,深圳市,罗湖区,114.1145115,22.53958828
港城曲艺城,体育休闲服务,影剧院,剧场,和平路1002号,广东省,深圳市,罗湖区,114.1123305,22.53117792
南园社区粤剧社,体育休闲服务,影剧院,剧场,德馨街3号,广东省,深圳市,南山区,113.9129405,22.52225694
深圳华夏星光国际影城(南山城店),体育休闲服务,影剧院,电影院,南海大道2748号南山城7层,广东省,深圳市,南山区,113.9247915,22.52245533
萤石私人电影院,体育休闲服务,影剧院,电影院,滨海大道西桂庙路22号向南瑞峰B座2层2023(地铁11号线南山站E2出口),广东省,深圳市,南山区,113.9214829,22.52760599
我+私人影院,体育休闲服务,影剧院,电影院,南海大道荟芳园商业街2层(深大小西门对面),广东省,深圳市,南山区,113.9235367,22.52984754
太平洋国际影城(天利名城店),体育休闲服务,影剧院,电影院,海德三道199号天利名城5-6层,广东省,深圳市,南山区,113.9304493,22.52134265
爱沐,体育休闲服务,影剧院,电影院,文心五路与海德二道交叉口东北50米,广东省,深圳市,南山区,113.9324614,22.52106859
和乐南山钢琴城春茧音乐厅,体育休闲服务,影剧院,音乐厅,滨海大道3001号深圳湾体育中心1层,广东省,深圳市,南山区,113.9446624,22.52125546
中影国际影城(欢乐海岸店),体育休闲服务,影剧院,电影院,白石路东8号欢乐海岸曲水湾2栋A区,广东省,深圳市,福田区,113.9874308,22.52544337
中影国际影城(华侨城店),体育休闲服务,影剧院,电影院,华侨东路(近小南国),广东省,深圳市,福田区,113.9876511,22.52733862
星美国际影商场,体育休闲服务,影剧院,电影院,福强路30号福田体育公园B1层,广东省,深圳市,福田区,114.0308521,22.52888058
芝麻开门私人影院,体育休闲服务,影剧院,电影院,南方国际广场B座616-619,广东省,深圳市,福田区,114.0502352,22.52908877
纵横国际影城(石厦店),体育休闲服务,影剧院,电影院,石厦北二街89号马成时代广场3层,广东省,深圳市,福田区,114.0477349,22.52409776
百丽宫影城(南山来福士广场店),体育休闲服务,影剧院,电影院,登良路26号来福士广场4层L4-9号,广东省,深圳市,南山区,113.9207531,22.51470823
创客影吧,体育休闲服务,影剧院,电影院,南商路105号附近,广东省,深圳市,南山区,113.9237704,22.51688776
中影百汇国际影城(南山店),体育休闲服务,影剧院,电影院,创业路亿利达大厦A区1层,广东省,深圳市,南山区,113.9174708,22.5207243
保利国际影城(文心五路店),体育休闲服务,影剧院,电影院,文心五路33号,广东省,深圳市,南山区,113.9327922,22.52035409
保利剧院,体育休闲服务,影剧院,剧场,后海滨路3013号,广东省,深圳市,南山区,113.9338661,22.5193604
海岸影城(海岸城店),体育休闲服务,影剧院,电影院,文心五路33号海岸城3层301号,广东省,深圳市,南山区,113.9306572,22.52003039
保利国际影城激光巨幕厅,体育休闲服务,影剧院,电影院,文心六路2号附近,广东省,深圳市,南山区,113.9335994,22.51977182
星空剧场,体育休闲服务,影剧院,剧场,福强路3008号石厦戏剧主题馆,广东省,深圳市,福田区,114.0464519,22.51993446
表演场,体育休闲服务,影剧院,剧场,月亮湾青青街1号青青世界内,广东省,深圳市,南山区,113.8951963,22.50089499
MCL洲立影城,体育休闲服务,影剧院,电影院,南海大道1090号花园城中心5层,广东省,深圳市,南山区,113.9184705,22.50562873
南油影剧院,体育休闲服务,影剧院,电影院,南油文化广场2层,广东省,深圳市,南山区,113.9238968,22.5089698
华影信和影城,体育休闲服务,影剧院,电影院,南海大道2088号信和购物广场4层,广东省,深圳市,南山区,113.9201456,22.50948099
洲立影城(CITY花园城南区),体育休闲服务,影剧院,电影院,南海大道1090号CITY花园城南区F5层,广东省,深圳市,南山区,113.9180188,22.50373118
华谊兄弟影院(深圳店),体育休闲服务,影剧院,电影院,深圳湾中心路宝能太古城北区B1层B132,广东省,深圳市,南山区,113.9341698,22.50358026
纵横国际影城(深圳湾店),体育休闲服务,影剧院,电影院,中心路3019号天虹大厦6-7层,广东省,深圳市,南山区,113.9360234,22.50985905
深圳湾公园日出剧场,体育休闲服务,影剧院,剧场,望海路深圳湾公园c2区,广东省,深圳市,南山区,113.9484388,22.5021799
深圳泛海国际影城,体育休闲服务,影剧院,电影院,前海路泛海城市广场1栋227号,广东省,深圳市,南山区,113.8874621,22.49695612
雅图影院(蛇口店),体育休闲服务,影剧院,电影院,蛇口新街119号水晶阁娱乐城,广东省,深圳市,南山区,113.9241128,22.49100166
风华大剧院,体育休闲服务,影剧院,剧场,蛇口公园路49号(近四海公园),广东省,深圳市,南山区,113.9195925,22.49958469
蛇口影剧院,体育休闲服务,影剧院,电影院,新街路110号,广东省,深圳市,南山区,113.9242977,22.49111944
星趴影院(海上世界店),体育休闲服务,影剧院,电影院,招商街道蛇口海上世界A区3层,广东省,深圳市,南山区,113.9113648,22.48676447
卢米埃影城(汇港imax店),体育休闲服务,影剧院,电影院,工业三路1号招商港口大厦商业裙楼汇港3层,广东省,深圳市,南山区,113.9109156,22.48887377
艾尚私人影院(蛇口意库店),体育休闲服务,影剧院,电影院,蛇口南海意库6栋111室,广东省,深圳市,南山区,113.9136244,22.49060293
